1 2.4539e-15 4.3309e-06 0.0292 0
2 2.9675e-15 1.6023e-06 0.024269 0
3 8.5029e-15 4.9924e-06 0.020926 0
4 2.3968e-15 5.273e-06 0.023944 0
5 1.2383e-14 7.263e-06 0.014175 0
6 1.9973e-15 1.9191e-06 0.033014 0
7 5.7637e-15 5.5511e-06 0.028316 0
8 1.0443e-14 6.3403e-06 0.021492 0
9 4.1088e-15 2.4388e-06 0.031185 0
10 1.6549e-15 4.9438e-06 0.028402 0
11 1.4837e-15 3.0097e-06 0.030401 0
12 7.4187e-16 4.4256e-06 0.025233 0
13 9.1307e-16 1.2076e-06 0.028622 0
14 1.7691e-15 2.7581e-06 0.034564 0
15 1.5408e-15 3.9565e-07 0.026325 0
16 6.2773e-16 1.5042e-06 0.021546 0
17 2.7963e-15 4.8288e-06 0.035457 0
18 3.0816e-15 6.2115e-06 0.032215 0
19 3.7664e-15 5.3689e-06 0.033077 0
20 1.2783e-14 5.1851e-06 0.037742 0
21 3.424e-15 2.1051e-06 0.028057 0
22 4.28e-15 3.2377e-06 0.031306 0
23 3.9376e-15 3.9822e-06 0.037083 0
24 4.3941e-15 5.5024e-06 0.024919 0
25 3.9947e-15 4.4034e-06 0.03457 0
26 4.2229e-15 5.1274e-06 0.030281 0
27 6.5056e-15 5.0471e-06 0.039807 0
28 5.0789e-15 5.0705e-06 0.031863 0
29 4.7365e-15 4.7179e-06 0.035885 0
30 2.0829e-14 7.494e-06 0.047012 0
31 1.5408e-14 1.0342e-05 0.021461 0
32 2.705e-14 1.087e-05 0.021526 0
33 2.4881e-14 1.013e-05 0.030791 0
34 2.6308e-14 1.1091e-05 0.027461 0
35 2.1001e-14 1.0713e-05 0.032039 0
36 2.3055e-14 1.0722e-05 0.026844 0
37 3.0816e-14 1.1674e-05 0.028003 0
38 4.1202e-14 1.2168e-05 0.018314 0
39 2.237e-14 8.5195e-06 0.037458 0
40 4.7479e-14 8.7962e-06 0.023794 0
41 2.0943e-14 8.8574e-06 0.024571 0
42 2.5908e-14 8.8484e-06 0.023575 0
43 6.283e-14 1.2541e-05 0.020047 0
44 9.8782e-14 1.2143e-05 0.021884 0
45 4.5539e-14 1.2422e-05 0.027453 0
46 6.3743e-14 1.1281e-05 0.03186 0
47 1.078e-13 1.551e-05 0.026027 0
48 7.2532e-14 1.025e-05 0.022876 0
49 5.136e-14 9.5115e-06 0.019701 0
50 8.3774e-14 1.5057e-05 0.018189 0
51 1.0483e-13 1.636e-05 0.020935 0
52 5.0447e-14 1.2921e-05 0.031111 0
53 1.9237e-13 2.309e-05 0.029088 0
54 4.0631e-14 1.1362e-05 0.028656 0
55 5.7466e-14 1.22e-05 0.029584 0
56 6.186e-14 1.3821e-05 0.021157 0
57 4.902e-14 1.4748e-05 0.021101 0
58 8.754e-14 1.2728e-05 0.01941 0
59 7.8638e-14 1.2322e-05 0.020914 0
60 9.9867e-14 1.1666e-05 0.026482 0
61 3.4982e-14 1.5393e-05 0.032439 0
62 8.0293e-14 1.447e-05 0.025218 0
63 9.1763e-14 1.4207e-05 0.022978 0
64 6.6083e-14 1.3354e-05 0.025624 0
65 8.8853e-14 1.2175e-05 0.019507 0
66 1.0945e-13 1.6448e-05 0.01678 0
67 2.4156e-13 2.0055e-05 0.024535 0
68 1.2714e-13 1.3105e-05 0.022646 0
69 1.2829e-13 1.3038e-05 0.020587 0
70 7.2817e-14 1.3123e-05 0.020396 0
71 7.1676e-14 1.2882e-05 0.025669 0
72 2.2353e-13 1.652e-05 0.016314 0
73 9.3076e-14 1.2758e-05 0.019209 0
74 1.0346e-13 1.4153e-05 0.019536 0
75 8.5657e-14 1.3739e-05 0.024781 0
76 1.5973e-13 1.5918e-05 0.022549 0
77 1.3542e-13 1.7779e-05 0.022182 0
78 2.2889e-13 1.3897e-05 0.015281 0
79 1.9734e-13 1.5343e-05 0.021484 0
80 2.1411e-13 1.5903e-05 0.022905 0
81 5.2838e-13 1.9626e-05 0.015259 0
82 3.6226e-13 1.7614e-05 0.02708 0
83 2.8448e-13 1.5364e-05 0.01864 0
84 1.3827e-13 1.6507e-05 0.030597 0
85 8.641e-13 2.5151e-05 0.01848 0
86 2.156e-13 1.7938e-05 0.018099 0
87 6.2317e-13 2.1939e-05 0.012302 0
88 1.7114e-13 1.7392e-05 0.02306 0
89 3.7732e-13 1.5703e-05 0.012206 0
90 1.696e-13 1.9561e-05 0.021893 0
91 3.113e-13 2.2551e-05 0.032195 0
92 1.9311e-13 1.9134e-05 0.0179 0
93 3.7316e-13 2.0115e-05 0.018124 0
94 2.7221e-13 1.9889e-05 0.014293 0
95 2.5058e-13 2.0411e-05 0.015027 0
96 2.6559e-13 2.2139e-05 0.020033 0
97 1.9677e-13 1.9051e-05 0.026548 0
98 4.7976e-13 2.5623e-05 0.01453 0
99 2.3306e-13 2.2339e-05 0.018744 0
100 2.5395e-13 2.2142e-05 0.018682 0
101 2.3523e-13 2.2584e-05 0.022451 0
102 2.77e-13 2.0029e-05 0.026157 0
103 2.4619e-13 1.8504e-05 0.019359 0
104 4.0226e-13 2.3428e-05 0.012979 0
