2900   
      1      2      1  6.000000e-004  7.957747e-002  2.624570e-003
      2     11      1  6.000000e-004  7.957747e-002  2.826926e-003
      3    101      1  6.000000e-004  7.957747e-002  2.682600e-003
      4     -1      1  6.000000e-004  7.957747e-002  2.417490e-003
      5      3      2  6.000000e-004  7.957747e-002  2.350517e-003
      6     12      2  6.000000e-004  7.957747e-002  2.340494e-003
      7    102      2  6.000000e-004  7.957747e-002  3.002880e-003
      8      4      3  6.000000e-004  7.957747e-002  2.144845e-003
      9     13      3  6.000000e-004  7.957747e-002  2.209597e-003
     10    103      3  6.000000e-004  7.957747e-002  2.621098e-003
     11      5      4  6.000000e-004  7.957747e-002  2.841508e-003
     12     14      4  6.000000e-004  7.957747e-002  2.377247e-003
     13    104      4  6.000000e-004  7.957747e-002  2.172409e-003
     14      6      5  6.000000e-004  7.957747e-002  2.823695e-003
     15     15      5  6.000000e-004  7.957747e-002  3.180289e-003
     16    105      5  6.000000e-004  7.957747e-002  3.081724e-003
     17      7      6  6.000000e-004  7.957747e-002  2.434783e-003
     18     16      6  6.000000e-004  7.957747e-002  2.766211e-003
     19    106      6  6.000000e-004  7.957747e-002  2.459708e-003
     20      8      7  6.000000e-004  7.957747e-002  2.690185e-003
     21     17      7  6.000000e-004  7.957747e-002  2.729114e-003
     22    107      7  6.000000e-004  7.957747e-002  2.790240e-003
     23      9      8  6.000000e-004  7.957747e-002  2.841987e-003
     24     18      8  6.000000e-004  7.957747e-002  2.721101e-003
     25    108      8  6.000000e-004  7.957747e-002  2.806069e-003
     26     10      9  6.000000e-004  7.957747e-002  2.852597e-003
     27     19      9  6.000000e-004  7.957747e-002  2.439881e-003
     28    109      9  6.000000e-004  7.957747e-002  2.840542e-003
     29      0     10  6.000000e-004  7.957747e-002  3.143422e-003
     30     20     10  6.000000e-004  7.957747e-002  2.546632e-003
     31    110     10  6.000000e-004  7.957747e-002  2.479088e-003
     32     12     11  6.000000e-004  7.957747e-002  2.542850e-003
     33     21     11  6.000000e-004  7.957747e-002  2.731372e-003
     34    111     11  6.000000e-004  7.957747e-002  2.583691e-003
     35     -1     11  6.000000e-004  7.957747e-002  2.735387e-003
     36     13     12  6.000000e-004  7.957747e-002  2.199574e-003
     37     22     12  6.000000e-004  7.957747e-002  2.110654e-003
     38    112     12  6.000000e-004  7.957747e-002  2.415922e-003
