2900   
      1      2      1  3.242273e-005  4.800000e-002  1.660798e-004
      2     11      1  2.588563e-005  6.250000e-002  1.625380e-004
      3    101      1  2.515420e-005  4.800000e-002  1.594123e-004
      4     -1      1  2.517671e-005  4.800000e-002  1.617464e-004
      5      3      2  2.609381e-005  7.957747e-002  1.605862e-004
      6     12      2  2.558072e-005  6.250000e-002  1.681279e-004
      7    102      2  2.752106e-005  4.800000e-002  1.591098e-004
      8      4      3  2.515252e-005  4.800000e-002  1.601761e-004
      9     13      3  2.850140e-005  4.800000e-002  2.288554e-004
     10    103      3  2.657999e-005  4.800000e-002  1.573995e-004
     11      5      4  2.568271e-005  4.800000e-002  1.638027e-004
     12     14      4  3.904977e-005  7.957747e-002  1.655726e-004
     13    104      4  2.598515e-005  4.800000e-002  1.597206e-004
     14      6      5  2.836173e-005  4.800000e-002  1.603174e-004
     15     15      5  2.538149e-005  6.250000e-002  1.563177e-004
     16    105      5  2.823152e-005  6.250000e-002  1.663900e-004
     17      7      6  2.942220e-005  4.800000e-002  1.590416e-004
     18     16      6  2.525105e-005  7.957747e-002  1.656329e-004
     19    106      6  2.634275e-005  6.250000e-002  1.606885e-004
     20      8      7  2.615447e-005  4.800000e-002  1.564347e-004
     21     17      7  2.669037e-005  4.800000e-002  1.813458e-004
     22    107      7  2.605639e-005  6.250000e-002  1.655656e-004
     23      9      8  2.645671e-005  4.800000e-002  1.582387e-004
     24     18      8  2.538120e-005  4.800000e-002  1.579561e-004
     25    108      8  2.543704e-005  4.800000e-002  1.564636e-004
     26     10      9  2.563633e-005  4.800000e-002  1.582614e-004
     27     19      9  2.953035e-005  7.957747e-002  1.592258e-004
     28    109      9  2.614071e-005  4.800000e-002  1.583704e-004
     29      0     10  2.528527e-005  4.800000e-002  1.643796e-004
     30     20     10  2.611141e-005  4.800000e-002  1.583350e-004
     31    110     10  2.536592e-005  4.800000e-002  1.602283e-004
     32     12     11  2.681685e-005  6.250000e-002  1.694103e-004
     33     21     11  2.639169e-005  7.957747e-002  1.595552e-004
     34    111     11  2.648301e-005  7.957747e-002  1.602804e-004
     35     -1     11  2.511278e-005  4.800000e-002  1.656670e-004
     36     13     12  4.340895e-005  4.800000e-002  1.693756e-004
     37     22     12  2.508927e-005  6.250000e-002  1.964560e-004
     38    112     12  3.342159e-005  4.800000e-002  1.729564e-004
     39     14     13  2.643268e-005  6.250000e-002  1.659886e-004
     40     23     13  2.568077e-005  4.800000e-002  1.616079e-004
     41    113     13  2.557479e-005  4.800000e-002  1.670562e-004
     42     15     14  2.615909e-005  7.957747e-002  1.605958e-004
     43     24     14  2.659281e-005  4.800000e-002  1.628452e-004
     44    114     14  2.570281e-005  4.800000e-002  1.696380e-004
     45     16     15  2.536773e-005  4.800000e-002  1.593491e-004
     46     25     15  2.607080e-005  4.800000e-002  1.581460e-004
     47    115     15  2.561128e-005  4.800000e-002  1.571498e-004
     48     17     16  2.558799e-005  4.800000e-002  1.669083e-004
     49     26     16  2.777072e-005  6.250000e-002  1.578482e-004
     50    116     16  2.501314e-005  7.957747e-002  1.624010e-004
     51     18     17  2.565004e-005  4.800000e-002  1.737885e-004
     52     27     17  2.669004e-005  4.800000e-002  1.566982e-004
     53    117     17  2.996864e-005  7.957747e-002  1.611355e-004
     54     19     18  2.701208e-005  4.800000e-002  1.604916e-004
     55     28     18  3.032303e-005  6.250000e-002  1.744180e-004
     56    118     18  2.581973e-005  6.250000e-002  1.621077e-004
     57     20     19  2.508501e-005  4.800000e-002  1.614348e-004
     58     29     19  3.099620e-005  4.800000e-002  1.889123e-004
     59    119     19  2.500089e-005  7.957747e-002  1.661799e-004
     60      0     20  3.104590e-005  4.800000e-002  1.615547e-004
     61     30     20  2.604961e-005  4.800000e-002  1.615537e-004
     62    120     20  3.085797e-005  4.800000e-002  1.641750e-004
     63     22     21  2.585948e-005  4.800000e-002  1.608976e-004
     64     31     21  2.507104e-005  4.800000e-002  1.541292e-004
     65    121     21  2.630678e-005  4.800000e-002  1.616347e-004
     66     -1     21  2.594617e-005  4.800000e-002  1.684205e-004
     67     23     22  2.676811e-005  6.250000e-002  1.554646e-004
     68     32     22  2.633983e-005  4.800000e-002  1.561236e-004
     69    122     22  2.550669e-005  6.250000e-002  1.853069e-004
     70     24     23  2.543439e-005  4.800000e-002  1.569602e-004
     71     33     23  2.512258e-005  4.800000e-002  1.574604e-004
     72    123     23  2.530322e-005  4.800000e-002  1.637675e-004
     73     25     24  2.680125e-005  7.957747e-002  1.572138e-004
     74     34     24  2.511247e-005  7.957747e-002  1.548683e-004
     75    124     24  2.694973e-005  4.800000e-002  1.697847e-004
     76     26     25  2.524794e-005  4.800000e-002  1.644829e-004
     77     35     25  2.538828e-005  4.800000e-002  1.651820e-004
     78    125     25  3.343447e-005  4.800000e-002  1.722253e-004
     79     27     26  2.544485e-005  6.250000e-002  1.575897e-004
     80     36     26  2.693044e-005  4.800000e-002  1.600006e-004
     81    126     26  2.851246e-005  4.800000e-002  1.609038e-004
     82     28     27  2.531771e-005  4.800000e-002  1.555684e-004
     83     37     27  2.556119e-005  7.957747e-002  1.575222e-004
     84    127     27  2.561493e-005  7.957747e-002  1.621714e-004
     85     29     28  2.534956e-005  6.250000e-002  1.628255e-004
     86     38     28  2.677072e-005  7.957747e-002  1.565731e-004
     87    128     28  2.500231e-005  4.800000e-002  1.563220e-004
     88     30     29  3.579663e-005  7.957747e-002  1.640374e-004
     89     39     29  2.577124e-005  4.800000e-002  1.622343e-004
     90    129     29  2.590992e-005  4.800000e-002  1.602731e-004
     91      0     30  2.837389e-005  7.957747e-002  1.601537e-004
     92     40     30  2.551402e-005  4.800000e-002  1.579526e-004
     93    130     30  2.534956e-005  4.800000e-002  1.592103e-004
     94     32     31  2.525961e-005  4.800000e-002  1.537799e-004
     95     41     31  2.646184e-005  4.800000e-002  1.549006e-004
     96    131     31  2.551952e-005  4.800000e-002  1.558700e-004
     97     -1     31  2.514037e-005  4.800000e-002  1.683587e-004
     98     33     32  2.501330e-005  6.250000e-002  1.575488e-004
     99     42     32  2.512617e-005  4.800000e-002  1.585533e-004
    100    132     32  2.612861e-005  4.800000e-002  1.572740e-004
    101     34     33  2.651505e-005  4.800000e-002  1.583751e-004
    102     43     33  2.599691e-005  7.957747e-002  1.636036e-004
    103    133     33  2.914923e-005  6.250000e-002  1.584425e-004
    104     35     34  2.586321e-005  4.800000e-002  1.597698e-004
    105     44     34  2.602957e-005  6.250000e-002  1.546224e-004
    106    134     34  2.599208e-005  4.800000e-002  1.548129e-004
    107     36     35  3.220591e-005  6.250000e-002  1.692660e-004
    108     45     35  2.540025e-005  4.800000e-002  1.627582e-004
    109    135     35  2.865702e-005  4.800000e-002  1.634192e-004
    110     37     36  2.864561e-005  4.800000e-002  1.632407e-004
    111     46     36  2.696186e-005  4.800000e-002  1.710208e-004
    112    136     36  2.543601e-005  7.957747e-002  1.581794e-004
    113     38     37  2.564924e-005  7.957747e-002  1.761762e-004
    114     47     37  3.591860e-005  6.250000e-002  1.624314e-004
    115    137     37  2.523288e-005  4.800000e-002  1.623526e-004
    116     39     38  2.522204e-005  6.250000e-002  1.560711e-004
    117     48     38  2.591498e-005  4.800000e-002  1.588070e-004
    118    138     38  2.726663e-005  6.250000e-002  1.547163e-004
    119     40     39  2.902383e-005  7.957747e-002  1.556811e-004
    120     49     39  2.589237e-005  4.800000e-002  1.573993e-004
    121    139     39  2.536705e-005  6.250000e-002  1.626947e-004
    122      0     40  2.599092e-005  4.800000e-002  1.554946e-004
    123     50     40  2.558497e-005  6.250000e-002  1.599750e-004
    124    140     40  2.507964e-005  4.800000e-002  1.598760e-004
    125     42     41  2.798826e-005  4.800000e-002  1.831362e-004
    126     51     41  2.557499e-005  6.250000e-002  1.601345e-004
    127    141     41  2.672624e-005  7.957747e-002  1.646757e-004
    128     -1     41  2.584383e-005  7.957747e-002  1.705285e-004
    129     43     42  2.522972e-005  4.800000e-002  1.564381e-004
    130     52     42  2.549147e-005  4.800000e-002  1.699236e-004
    131    142     42  2.560086e-005  4.800000e-002  1.636720e-004
    132     44     43  2.583872e-005  6.250000e-002  1.599478e-004
    133     53     43  2.950789e-005  4.800000e-002  1.580739e-004
    134    143     43  2.582225e-005  7.957747e-002  1.605689e-004
    135     45     44  2.593913e-005  4.800000e-002  1.713646e-004
    136     54     44  2.673285e-005  4.800000e-002  1.629277e-004
    137    144     44  2.594822e-005  6.250000e-002  1.564890e-004
    138     46     45  2.731692e-005  4.800000e-002  1.616082e-004
    139     55     45  3.194553e-005  4.800000e-002  1.739660e-004
    140    145     45  2.757129e-005  4.800000e-002  1.610836e-004
    141     47     46  2.535566e-005  4.800000e-002  1.577736e-004
    142     56     46  2.536213e-005  4.800000e-002  1.562927e-004
    143    146     46  2.605843e-005  4.800000e-002  1.587292e-004
    144     48     47  2.577414e-005  4.800000e-002  1.588074e-004
    145     57     47  2.574256e-005  7.957747e-002  1.596914e-004
    146    147     47  2.671362e-005  4.800000e-002  1.641506e-004
    147     49     48  2.676793e-005  7.957747e-002  1.558784e-004
    148     58     48  2.726417e-005  6.250000e-002  1.741825e-004
    149    148     48  2.663249e-005  4.800000e-002  1.550181e-004
    150     50     49  2.540622e-005  7.957747e-002  1.616357e-004
    151     59     49  2.536005e-005  6.250000e-002  1.605957e-004
    152    149     49  2.771254e-005  4.800000e-002  1.579184e-004
    153      0     50  2.515336e-005  4.800000e-002  1.625005e-004
    154     60     50  3.783176e-005  7.957747e-002  1.681880e-004
    155    150     50  2.803602e-005  4.800000e-002  1.673722e-004
    156     52     51  3.251569e-005  4.800000e-002  1.619733e-004
    157     61     51  2.952945e-005  7.957747e-002  1.610514e-004
    158    151     51  2.648386e-005  4.800000e-002  1.671805e-004
    159     -1     51  2.643336e-005  4.800000e-002  1.646064e-004
    160     53     52  2.634186e-005  4.800000e-002  1.688115e-004
    161     62     52  2.529735e-005  7.957747e-002  1.593178e-004
    162    152     52  2.522727e-005  6.250000e-002  1.576117e-004
    163     54     53  2.508274e-005  4.800000e-002  1.683413e-004
    164     63     53  2.512904e-005  4.800000e-002  1.628791e-004
    165    153     53  3.184513e-005  6.250000e-002  1.695159e-004
    166     55     54  2.940770e-005  4.800000e-002  1.706852e-004
    167     64     54  2.582426e-005  4.800000e-002  1.594244e-004
    168    154     54  3.223139e-005  7.957747e-002  1.890509e-004
    169     56     55  2.933102e-005  4.800000e-002  1.671442e-004
    170     65     55  2.875219e-005  4.800000e-002  1.660382e-004
    171    155     55  3.965249e-005  4.800000e-002  1.759917e-004
    172     57     56  2.579217e-005  4.800000e-002  1.746097e-004
    173     66     56  2.530934e-005  4.800000e-002  1.551119e-004
    174    156     56  2.718524e-005  6.250000e-002  1.598349e-004
    175     58     57  2.775345e-005  7.957747e-002  1.702904e-004
    176     67     57  2.763595e-005  7.957747e-002  1.630858e-004
    177    157     57  2.726467e-005  4.800000e-002  1.584076e-004
    178     59     58  3.156740e-005  4.800000e-002  1.646037e-004
    179     68     58  2.818278e-005  6.250000e-002  1.597209e-004
    180    158     58  2.552082e-005  4.800000e-002  1.618419e-004
    181     60     59  3.914212e-005  6.250000e-002  1.697365e-004
    182     69     59  2.551499e-005  4.800000e-002  1.674259e-004
    183    159     59  2.592289e-005  6.250000e-002  1.601522e-004
    184      0     60  2.527683e-005  4.800000e-002  1.638726e-004
    185     70     60  2.519936e-005  7.957747e-002  1.668590e-004
    186    160     60  2.657681e-005  7.957747e-002  1.644980e-004
    187     62     61  2.533075e-005  4.800000e-002  1.630555e-004
    188     71     61  2.512476e-005  6.250000e-002  1.608079e-004
    189    161     61  2.567002e-005  4.800000e-002  1.579525e-004
    190     -1     61  3.165747e-005  6.250000e-002  1.669236e-004
    191     63     62  2.856389e-005  7.957747e-002  1.579098e-004
    192     72     62  2.701167e-005  4.800000e-002  1.599254e-004
    193    162     62  2.593305e-005  7.957747e-002  1.556469e-004
    194     64     63  2.837193e-005  4.800000e-002  1.568326e-004
    195     73     63  2.515752e-005  4.800000e-002  1.565968e-004
    196    163     63  2.654802e-005  4.800000e-002  1.626360e-004
    197     65     64  2.836707e-005  4.800000e-002  1.608350e-004
    198     74     64  2.536112e-005  7.957747e-002  1.606980e-004
    199    164     64  2.511233e-005  6.250000e-002  1.588019e-004
    200     66     65  2.795209e-005  4.800000e-002  1.576885e-004
    201     75     65  2.548843e-005  4.800000e-002  1.647260e-004
    202    165     65  2.600283e-005  4.800000e-002  1.569784e-004
    203     67     66  2.558675e-005  4.800000e-002  1.566194e-004
    204     76     66  2.596934e-005  7.957747e-002  1.569774e-004
    205    166     66  2.570775e-005  7.957747e-002  1.563123e-004
    206     68     67  2.540264e-005  7.957747e-002  1.592874e-004
    207     77     67  2.522672e-005  4.800000e-002  1.620761e-004
    208    167     67  2.777106e-005  4.800000e-002  1.578882e-004
    209     69     68  2.648217e-005  4.800000e-002  1.678416e-004
    210     78     68  2.533575e-005  7.957747e-002  1.557066e-004
    211    168     68  2.580707e-005  6.250000e-002  1.640599e-004
    212     70     69  3.238640e-005  4.800000e-002  1.775328e-004
    213     79     69  2.514865e-005  6.250000e-002  1.578336e-004
    214    169     69  3.174605e-005  4.800000e-002  1.611573e-004
    215      0     70  2.528123e-005  4.800000e-002  1.596298e-004
    216     80     70  2.630074e-005  4.800000e-002  1.590060e-004
    217    170     70  2.601289e-005  7.957747e-002  1.637535e-004
    218     72     71  2.520722e-005  4.800000e-002  1.635808e-004
    219     81     71  2.514004e-005  4.800000e-002  1.598002e-004
    220    171     71  3.684244e-005  4.800000e-002  1.601847e-004
    221     -1     71  2.504813e-005  7.957747e-002  1.642868e-004
    222     73     72  2.619529e-005  4.800000e-002  1.571421e-004
    223     82     72  2.554729e-005  4.800000e-002  1.631424e-004
    224    172     72  2.574170e-005  6.250000e-002  1.651937e-004
    225     74     73  2.557976e-005  7.957747e-002  1.570747e-004
    226     83     73  2.540241e-005  6.250000e-002  1.877340e-004
    227    173     73  2.860068e-005  4.800000e-002  1.574777e-004
    228     75     74  2.637569e-005  6.250000e-002  1.614205e-004
    229     84     74  2.929457e-005  4.800000e-002  1.626964e-004
    230    174     74  3.045136e-005  4.800000e-002  1.626730e-004
    231     76     75  2.535073e-005  4.800000e-002  1.553756e-004
    232     85     75  2.531387e-005  7.957747e-002  1.584164e-004
    233    175     75  2.945065e-005  6.250000e-002  1.642568e-004
    234     77     76  2.684344e-005  7.957747e-002  1.567673e-004
    235     86     76  2.546309e-005  4.800000e-002  1.701749e-004
    236    176     76  2.508225e-005  6.250000e-002  1.586028e-004
    237     78     77  2.502263e-005  4.800000e-002  1.631026e-004
    238     87     77  2.979316e-005  4.800000e-002  1.555409e-004
    239    177     77  2.522443e-005  6.250000e-002  1.554792e-004
    240     79     78  2.721370e-005  7.957747e-002  1.627842e-004
    241     88     78  2.702101e-005  4.800000e-002  1.593080e-004
    242    178     78  2.501085e-005  6.250000e-002  1.640363e-004
    243     80     79  2.540780e-005  4.800000e-002  1.565615e-004
    244     89     79  2.519863e-005  4.800000e-002  1.594276e-004
    245    179     79  2.859403e-005  4.800000e-002  1.779304e-004
    246      0     80  2.522030e-005  6.250000e-002  1.726769e-004
    247     90     80  2.556092e-005  4.800000e-002  1.741094e-004
    248    180     80  2.952134e-005  4.800000e-002  1.620137e-004
    249     82     81  2.725267e-005  7.957747e-002  1.728905e-004
    250     91     81  2.624582e-005  7.957747e-002  1.780561e-004
    251    181     81  2.764285e-005  4.800000e-002  1.689305e-004
    252     -1     81  2.805332e-005  4.800000e-002  1.831737e-004
    253     83     82  4.427017e-005  7.957747e-002  1.798880e-004
    254     92     82  2.545977e-005  6.250000e-002  1.610813e-004
