     1     -1   8460 5.345000E-006 5.345000E-006 1.772736E-005 1.374313E-015 0.000000E+000
     2   8394      0 1.069000E-005 1.069000E-005 5.345000E-006 1.527014E-016 0.000000E+000
     3     -1   8377 3.525010E-005 3.525010E-005 5.345000E-006 1.527014E-016 0.000000E+000
     4     -1   8372 2.927577E-005 2.927577E-005 1.195178E-005 7.635072E-016 0.000000E+000
     5   8368      0 5.345000E-006 5.345000E-006 1.195178E-005 7.635072E-016 0.000000E+000
     6     -1   8344 5.345000E-006 5.345000E-006 1.195178E-005 7.635072E-016 0.000000E+000
     7     -1   8335 5.345000E-006 5.345000E-006 1.511794E-005 1.985119E-015 0.000000E+000
     8   8329      0 6.935522E-005 6.935522E-005 5.345000E-006 1.527014E-016 0.000000E+000
     9     -1   8321 5.345000E-006 5.345000E-006 1.069000E-005 1.374313E-015 0.000000E+000
    10     -1   8319 5.345000E-006 5.345000E-006 7.558971E-006 7.635072E-016 0.000000E+000
    11   8310      0 5.153107E-005 5.153107E-005 5.345000E-006 1.527014E-016 0.000000E+000
    12     -1   8309 5.345000E-006 5.345000E-006 7.558971E-006 7.635072E-016 0.000000E+000
    13     -1   8304 5.345000E-006 5.345000E-006 7.558971E-006 7.635072E-016 0.000000E+000
    14     -1   8297 1.195178E-005 1.195178E-005 5.345000E-006 1.527014E-016 0.000000E+000
    15     -1   8278 5.345000E-006 5.345000E-006 1.603500E-005 3.206730E-015 0.000000E+000
    16     -1   8256 5.345000E-006 5.345000E-006 9.257812E-006 1.221612E-015 0.000000E+000
    17     -1   8177 5.345000E-006 5.345000E-006 7.558971E-006 7.635072E-016 0.000000E+000
    18     -1   8148 5.345000E-006 5.345000E-006 7.558971E-006 7.635072E-016 0.000000E+000
    19     -1   8146 3.309168E-005 3.309168E-005 5.345000E-006 6.108058E-016 0.000000E+000
    20   8124      0 5.236254E-005 5.236254E-005 5.345000E-006 1.527014E-016 0.000000E+000
    21   8107      0 5.432399E-005 5.432399E-005 5.345000E-006 1.527014E-016 0.000000E+000
    22     -1   8092 5.345000E-006 5.345000E-006 1.511794E-005 1.679716E-015 0.000000E+000
    23     -1   8071 9.257812E-006 9.257812E-006 5.345000E-006 1.527014E-016 0.000000E+000
    24   8043      0 7.558971E-006 7.558971E-006 7.558971E-006 6.108058E-016 0.000000E+000
    25   8024      0 1.309252E-005 1.309252E-005 5.345000E-006 1.527014E-016 0.000000E+000
    26     -1   8008 5.345000E-006 5.345000E-006 1.195178E-005 7.635072E-016 0.000000E+000
    27   7970      0 5.345000E-006 5.345000E-006 7.558971E-006 7.635072E-016 0.000000E+000
    28   7954      0 5.345000E-006 5.345000E-006 9.257812E-006 1.221612E-015 0.000000E+000
    29     -1   7890 5.345000E-006 5.345000E-006 1.069000E-005 1.374313E-015 0.000000E+000
    30     -1   7877 5.345000E-006 5.345000E-006 1.511794E-005 1.985119E-015 0.000000E+000
    31   7876      0 5.345000E-006 5.345000E-006 1.069000E-005 1.374313E-015 0.000000E+000
    32   7869      0 5.345000E-006 5.345000E-006 9.257812E-006 1.374313E-015 0.000000E+000
    33     -1   7868 5.345000E-006 5.345000E-006 1.069000E-005 1.374313E-015 0.000000E+000
    34   7867      0 1.927167E-005 1.927167E-005 7.558971E-006 7.635072E-016 0.000000E+000
    35   7818      0 2.878371E-005 2.878371E-005 7.558971E-006 7.635072E-016 0.000000E+000
    36   7811      0 5.345000E-006 5.345000E-006 7.558971E-006 6.108058E-016 0.000000E+000
    37   7805      0 5.345000E-006 5.345000E-006 1.195178E-005 7.635072E-016 0.000000E+000
    38     -1   7780 5.345000E-006 5.345000E-006 1.603500E-005 3.206730E-015 0.000000E+000
    39   7767      0 4.388651E-005 4.388651E-005 5.345000E-006 1.527014E-016 0.000000E+000
    40   7755      0 2.235033E-005 2.235033E-005 5.345000E-006 1.527014E-016 0.000000E+000
    41     -1   7719 5.195269E-005 5.195269E-005 7.558971E-006 6.108058E-016 0.000000E+000
    42   7677      0 2.264178E-005 2.264178E-005 5.345000E-006 1.527014E-016 0.000000E+000
    43     -1   7669 5.345000E-006 5.345000E-006 1.069000E-005 1.374313E-015 0.000000E+000
    44   7653      0 5.345000E-006 5.345000E-006 9.257812E-006 1.221612E-015 0.000000E+000
    45     -1   7651 9.257812E-006 9.257812E-006 5.345000E-006 1.527014E-016 0.000000E+000
    46     -1   7607 5.345000E-006 5.345000E-006 1.069000E-005 1.374313E-015 0.000000E+000
    47   7605      0 5.345000E-006 5.345000E-006 1.195178E-005 7.635072E-016 0.000000E+000
    48   7601      0 5.345000E-006 5.345000E-006 1.069000E-005 1.374313E-015 0.000000E+000
    49     -1   7576 1.309252E-005 1.309252E-005 5.345000E-006 1.527014E-016 0.000000E+000
    50   7571      0 5.345000E-006 5.345000E-006 1.069000E-005 1.374313E-015 0.000000E+000
    51     -1   7565 5.345000E-006 5.345000E-006 7.558971E-006 7.635072E-016 0.000000E+000
    52   7558      0 5.345000E-006 5.345000E-006 1.069000E-005 1.374313E-015 0.000000E+000
    53   7529      0 2.267691E-005 2.267691E-005 7.558971E-006 6.108058E-016 0.000000E+000
    54   7498      0 5.345000E-006 5.345000E-006 9.257812E-006 1.374313E-015 0.000000E+000
    55   7484      0 1.999916E-005 1.999916E-005 5.345000E-006 1.527014E-016 0.000000E+000
    56   7463      0 5.345000E-006 5.345000E-006 7.558971E-006 7.635072E-016 0.000000E+000
    57     -1   7448 5.345000E-006 5.345000E-006 1.511794E-005 1.985119E-015 0.000000E+000
    58     -1   7386 5.345000E-006 5.345000E-006 7.558971E-006 7.635072E-016 0.000000E+000
    59     -1   7374 5.345000E-006 5.345000E-006 7.558971E-006 7.635072E-016 0.000000E+000
    60   7373      0 3.146254E-005 3.146254E-005 5.345000E-006 1.527014E-016 0.000000E+000
    61   7344      0 5.345000E-006 5.345000E-006 9.257812E-006 1.221612E-015 0.000000E+000
    62     -1   7341 5.345000E-006 5.345000E-006 2.138000E-005 3.206730E-015 0.000000E+000
    63   7282      0 5.345000E-006 5.345000E-006 1.069000E-005 1.374313E-015 0.000000E+000
    64   7273      0 2.065149E-005 2.065149E-005 5.345000E-006 1.527014E-016 0.000000E+000
    65     -1   7268 5.345000E-006 5.345000E-006 9.257812E-006 1.374313E-015 0.000000E+000
    66     -1   7248 5.345000E-006 5.345000E-006 3.116644E-005 4.428342E-015 0.000000E+000
    67     -1   7247 1.511794E-005 1.511794E-005 5.345000E-006 1.527014E-016 0.000000E+000
    68     -1   7226 5.345000E-006 5.345000E-006 1.069000E-005 1.374313E-015 0.000000E+000
    69     -1   7225 5.345000E-006 5.345000E-006 1.511794E-005 1.985119E-015 0.000000E+000
    70     -1   7209 5.345000E-006 5.345000E-006 7.558971E-006 7.635072E-016 0.000000E+000
    71   7207      0 1.069000E-005 1.069000E-005 7.558971E-006 4.581043E-016 0.000000E+000
