1 2 1 5.4773e-05 5.4063e-05 5.7244e-05 3.1342e-13 0
2 4 1 5.6707e-05 5.4063e-05 5.1768e-05 1.3875e-13 0
3 10 1 5.4555e-05 5.4063e-05 5.0794e-05 1.6739e-13 0
4 -1 1 5.7669e-05 5.4063e-05 5.0015e-05 0 0
5 3 2 5.3898e-05 5.4773e-05 5.1915e-05 1.1105e-13 0
6 5 2 6.1009e-05 5.4773e-05 5.2345e-05 1.3701e-13 0
7 11 2 5.3354e-05 5.4773e-05 5.0982e-05 2.0112e-13 0
8 0 3 5.5658e-05 5.3898e-05 5.062e-05 1.668e-13 0
9 6 3 5.8262e-05 5.3898e-05 0.0001167 4.9373e-13 0
10 12 3 5.3091e-05 5.3898e-05 5.0411e-05 1.8549e-13 0
11 5 4 6.1009e-05 5.6707e-05 5.1694e-05 1.487e-13 0
12 7 4 5.2741e-05 5.6707e-05 5.0107e-05 1.0964e-13 0
13 13 4 5.3173e-05 5.6707e-05 5.0401e-05 1.1105e-13 0
14 -1 4 5.7669e-05 5.6707e-05 5.1291e-05 0 0
15 6 5 5.8262e-05 6.1009e-05 5.0104e-05 4.9173e-13 0
16 8 5 5.2405e-05 6.1009e-05 8.3042e-05 2.0909e-13 0
17 14 5 5.4885e-05 6.1009e-05 5.7062e-05 3.3197e-13 0
18 0 6 5.6486e-05 5.8262e-05 5.124e-05 1.432e-13 0
19 9 6 5.1463e-05 5.8262e-05 5.1883e-05 1.7821e-13 0
20 15 6 5.5792e-05 5.8262e-05 5.3002e-05 1.8056e-13 0
21 8 7 5.2405e-05 5.2741e-05 5.5752e-05 1.9418e-13 0
22 16 7 5.8556e-05 5.2741e-05 5.0338e-05 1.8144e-13 0
23 -1 7 5.7669e-05 5.2741e-05 5.801e-05 0 0
24 9 8 5.1463e-05 5.2405e-05 5.1597e-05 1.4788e-13 0
25 17 8 6.1326e-05 5.2405e-05 7.1576e-05 1.8627e-13 0
26 0 9 5.224e-05 5.1463e-05 5.3257e-05 1.7944e-13 0
27 18 9 5.8635e-05 5.1463e-05 5.367e-05 1.7897e-13 0
28 11 10 5.3354e-05 5.4555e-05 5.1297e-05 1.089e-13 0
29 13 10 5.3173e-05 5.4555e-05 5.0914e-05 2.0131e-13 0
30 19 10 5.4345e-05 5.4555e-05 5.1603e-05 1.0437e-13 0
31 -1 10 5.7669e-05 5.4555e-05 5.0122e-05 0 0
32 12 11 5.3091e-05 5.3354e-05 5.4694e-05 1.8432e-13 0
33 14 11 5.4885e-05 5.3354e-05 5.215e-05 1.7621e-13 0
34 20 11 5.6275e-05 5.3354e-05 5.0585e-05 2.2345e-13 0
35 0 12 5.3711e-05 5.3091e-05 5.4179e-05 1.8071e-13 0
36 15 12 5.5792e-05 5.3091e-05 5.8222e-05 2.7556e-13 0
37 21 12 5.5378e-05 5.3091e-05 5.0341e-05 1.0656e-13 0
38 14 13 5.4885e-05 5.3173e-05 5.333e-05 1.0547e-13 0
39 16 13 5.8556e-05 5.3173e-05 5.6617e-05 1.9259e-13 0
40 22 13 5.1383e-05 5.3173e-05 5.1619e-05 1.7314e-13 0
41 -1 13 5.7669e-05 5.3173e-05 5.1486e-05 0 0
42 15 14 5.5792e-05 5.4885e-05 6.211e-05 2.6482e-13 0
43 17 14 6.1326e-05 5.4885e-05 5.0076e-05 1.8715e-13 0
44 23 14 5.4551e-05 5.4885e-05 5.0957e-05 1.6953e-13 0
45 0 15 5.2645e-05 5.5792e-05 5.0457e-05 2.0008e-13 0
46 18 15 5.8635e-05 5.5792e-05 5.309e-05 1.8239e-13 0
47 24 15 5.3214e-05 5.5792e-05 5.3481e-05 1.9042e-13 0
48 17 16 6.1326e-05 5.8556e-05 5.5584e-05 5.0636e-13 0
49 25 16 6.1239e-05 5.8556e-05 5.2516e-05 1.8931e-13 0
50 -1 16 5.7669e-05 5.8556e-05 5.319e-05 0 0
51 18 17 5.8635e-05 6.1326e-05 5.8677e-05 4.7232e-13 0
52 26 17 5.7916e-05 6.1326e-05 5.5026e-05 1.8154e-13 0
53 0 18 5.379e-05 5.8635e-05 5.0036e-05 1.3726e-13 0
54 27 18 6.0254e-05 5.8635e-05 5.1996e-05 2.3059e-13 0
55 20 19 5.6275e-05 5.4345e-05 5.3521e-05 1.6149e-13 0
56 22 19 5.1383e-05 5.4345e-05 5.1666e-05 1.689e-13 0
57 -1 19 5.7669e-05 5.4345e-05 5.2946e-05 0 0
58 21 20 5.5378e-05 5.6275e-05 5.3163e-05 2.5819e-13 0
59 23 20 5.4551e-05 5.6275e-05 7.6581e-05 2.8698e-13 0
60 0 21 5.5646e-05 5.5378e-05 5.4183e-05 1.5107e-13 0
61 24 21 5.3214e-05 5.5378e-05 0.00011765 2.4408e-13 0
62 23 22 5.4551e-05 5.1383e-05 5.353e-05 1.9715e-13 0
63 25 22 6.1239e-05 5.1383e-05 5.1421e-05 1.7608e-13 0
64 -1 22 5.7669e-05 5.1383e-05 6.0043e-05 0 0
65 24 23 5.3214e-05 5.4551e-05 5.2555e-05 1.7947e-13 0
66 26 23 5.7916e-05 5.4551e-05 5.0374e-05 2.7004e-13 0
67 0 24 5.4228e-05 5.3214e-05 5.7521e-05 2.971e-13 0
68 27 24 6.0254e-05 5.3214e-05 5.0459e-05 1.6987e-13 0
69 26 25 5.7916e-05 6.1239e-05 5.082e-05 3.8935e-13 0
70 -1 25 5.7669e-05 6.1239e-05 5.125e-05 0 0
71 27 26 6.0254e-05 5.7916e-05 5.288e-05 1.931e-13 0
72 0 27 5.1389e-05 6.0254e-05 5.3599e-05 1.8363e-13 0
