72
1 2 1 3.2423e-05 0.048 0.00016608
2 4 1 2.5886e-05 0.0625 0.00016254
3 10 1 2.5154e-05 0.048 0.00015941
4 -1 1 2.5177e-05 0.048 0.00016175
5 3 2 2.6094e-05 0.079577 0.00016059
6 5 2 2.5581e-05 0.0625 0.00016813
7 11 2 2.7521e-05 0.048 0.00015911
8 0 3 2.5153e-05 0.048 0.00016018
9 6 3 2.8501e-05 0.048 0.00022886
10 12 3 2.658e-05 0.048 0.0001574
11 5 4 2.6817e-05 0.0625 0.00016941
12 7 4 2.6392e-05 0.079577 0.00015956
13 13 4 2.6483e-05 0.079577 0.00016028
14 -1 4 2.5113e-05 0.048 0.00016567
15 6 5 4.3409e-05 0.048 0.00016938
16 8 5 2.5089e-05 0.0625 0.00019646
17 14 5 3.3422e-05 0.048 0.00017296
18 0 6 2.6433e-05 0.0625 0.00016599
19 9 6 2.5681e-05 0.048 0.00016161
20 15 6 2.5575e-05 0.048 0.00016706
21 8 7 2.5859e-05 0.048 0.0001609
22 16 7 2.6307e-05 0.048 0.00016163
23 -1 7 2.5946e-05 0.048 0.00016842
24 9 8 2.6768e-05 0.0625 0.00015546
25 17 8 2.5507e-05 0.0625 0.00018531
26 0 9 2.5434e-05 0.048 0.00015696
27 18 9 2.5303e-05 0.048 0.00016377
28 11 10 2.5995e-05 0.079577 0.00015921
29 13 10 3.144e-05 0.0625 0.00015864
30 19 10 2.5373e-05 0.079577 0.0001605
31 -1 10 2.9065e-05 0.048 0.00016235
32 12 11 2.5437e-05 0.048 0.00016114
33 14 11 2.547e-05 0.048 0.00016039
34 20 11 2.9123e-05 0.048 0.00016021
35 0 12 2.5306e-05 0.048 0.00016098
36 15 12 3.0145e-05 0.048 0.00016711
37 21 12 2.5957e-05 0.079577 0.00015881
38 14 13 2.509e-05 0.079577 0.00016139
39 16 13 2.5556e-05 0.048 0.00016835
40 22 13 2.5377e-05 0.048 0.00015618
41 -1 13 2.5572e-05 0.048 0.00016233
42 15 14 2.8612e-05 0.048 0.00017279
43 17 14 2.6787e-05 0.048 0.00016629
44 23 14 2.5274e-05 0.048 0.00016039
45 0 15 2.7592e-05 0.048 0.00015889
46 18 15 2.9307e-05 0.0625 0.00016752
47 24 15 2.6146e-05 0.048 0.00016249
48 17 16 4.1822e-05 0.048 0.00017547
49 25 16 2.6308e-05 0.048 0.00017231
50 -1 16 2.9111e-05 0.079577 0.00016941
51 18 17 3.9313e-05 0.048 0.00017864
52 26 17 2.5169e-05 0.048 0.00017427
53 0 18 2.6188e-05 0.0625 0.00016246
54 27 18 2.918e-05 0.048 0.00017088
55 20 19 3.0991e-05 0.079577 0.00016414
56 22 19 2.5054e-05 0.048 0.00015739
57 -1 19 2.8433e-05 0.079577 0.00016496
58 21 20 3.0536e-05 0.048 0.00016482
59 23 20 2.6823e-05 0.048 0.00018741
60 0 21 2.6402e-05 0.0625 0.00016521
61 24 21 2.5698e-05 0.079577 0.00022624
62 23 22 2.6592e-05 0.048 0.00015946
63 25 22 2.5641e-05 0.048 0.00016404
64 -1 22 2.6075e-05 0.0625 0.0001691
65 24 23 2.5606e-05 0.048 0.00016032
66 26 23 3.2082e-05 0.048 0.00016284
67 0 24 3.1491e-05 0.048 0.00016496
68 27 24 2.5424e-05 0.048 0.00016393
69 26 25 3.8353e-05 0.048 0.00016998
70 -1 25 2.5838e-05 0.048 0.00017016
71 27 26 2.6479e-05 0.048 0.00017105
72 0 27 2.5648e-05 0.048 0.00016524
