      1  8.577486e-016  3.784610e-006  3.159899e-002  2.268616e-017
      2  1.705434e-015  4.933425e-006  3.520307e-002  4.510618e-017
      3  1.724199e-015  4.961636e-006  3.542072e-002  4.560247e-017
      4  1.884536e-015  4.961636e-006  3.240711e-002  4.984315e-017
      5  2.273869e-015  4.877408e-006  2.551360e-002  6.014042e-017
      6  1.731133e-015  4.877408e-006  3.351250e-002  4.578586e-017
      7  1.414779e-015  4.220016e-006  2.655973e-002  3.741878e-017
      8  1.995282e-015  4.854839e-006  2.867412e-002  5.277221e-017
      9  1.998536e-015  4.864835e-006  2.880465e-002  5.285827e-017
     10  1.264260e-015  4.381496e-006  3.326602e-002  3.343778e-017
     11  7.949724e-016  3.245794e-006  2.150704e-002  2.102583e-017
     12  1.344671e-015  4.337352e-006  3.034086e-002  3.556454e-017
     13  1.256685e-015  4.279392e-006  3.118098e-002  3.323744e-017
     14  1.112454e-015  4.192488e-006  3.312100e-002  2.942275e-017
     15  3.908504e-016  2.773807e-006  2.730160e-002  1.033741e-017
     16  1.271735e-015  4.548477e-006  3.699741e-002  3.363549e-017
     17  9.686205e-016  3.985194e-006  3.267118e-002  2.561856e-017
     18  1.504209e-015  4.456122e-006  2.941257e-002  3.978408e-017
     19  1.822779e-015  4.864835e-006  3.158207e-002  4.820976e-017
     20  1.479259e-015  4.470846e-006  3.020613e-002  3.912417e-017
     21  2.080965e-015  4.803201e-006  2.662550e-002  5.503839e-017
     22  1.391815e-015  4.343245e-006  2.943279e-002  3.681143e-017
     23  1.095851e-015  4.279392e-006  3.575729e-002  2.898362e-017
     24  1.564911e-015  4.711898e-006  3.342474e-002  4.138954e-017
     25  1.477680e-015  4.200717e-006  2.508186e-002  3.908242e-017
     26  1.552026e-015  4.519214e-006  2.973444e-002  4.104876e-017
     27  9.245799e-016  3.977138e-006  3.402025e-002  2.445375e-017
     28  5.085367e-016  3.023350e-006  2.717147e-002  1.345003e-017
     29  1.901621e-015  4.649652e-006  2.643062e-002  5.029503e-017
     30  2.252189e-015  4.920338e-006  2.644538e-002  5.956702e-017
     31  2.341770e-015  4.803201e-006  2.366019e-002  6.193629e-017
     32  1.907003e-015  4.924810e-006  3.131751e-002  5.043736e-017
     33  1.930320e-015  4.924810e-006  3.093920e-002  5.105407e-017
     34  2.257270e-016  2.511792e-006  3.510246e-002  5.970140e-018
     35  1.561838e-015  4.513102e-006  2.942790e-002  4.130828e-017
     36  1.962213e-015  4.640624e-006  2.546554e-002  5.189759e-017
     37  1.980779e-015  4.882004e-006  2.937166e-002  5.238863e-017
     38  2.038867e-015  4.955562e-006  2.984420e-002  5.392496e-017
     39  1.152836e-015  4.181195e-006  3.170324e-002  3.049079e-017
     40  9.133631e-016  3.828428e-006  3.071766e-002  2.415708e-017
     41  1.017633e-015  4.015541e-006  3.181348e-002  2.691486e-017
     42  1.951005e-015  4.726489e-006  2.705999e-002  5.160114e-017
     43  1.988825e-015  4.726489e-006  2.654541e-002  5.260142e-017
     44  1.873757e-015  4.765420e-006  2.887754e-002  4.955807e-017
     45  2.054118e-015  4.794017e-006  2.681904e-002  5.432833e-017
     46  1.520738e-015  4.321971e-006  2.654369e-002  4.022123e-017
     47  6.353952e-016  3.533007e-006  3.470239e-002  1.680525e-017
     48  9.749064e-016  4.093276e-006  3.517388e-002  2.578481e-017
     49  9.731206e-016  3.892155e-006  3.029520e-002  2.573758e-017
     50  1.872757e-015  4.955042e-006  3.248109e-002  4.953160e-017
     51  1.416218e-015  4.331315e-006  2.868792e-002  3.745685e-017
     52  4.749342e-016  3.098670e-006  3.132295e-002  1.256130e-017
     53  1.357293e-015  4.290003e-006  2.908502e-002  3.589836e-017
     54  1.657636e-015  4.955042e-006  3.669634e-002  4.384199e-017
     55  1.040193e-016  2.548657e-006  7.957747e-002  2.751154e-018
     56  1.650489e-015  4.691649e-006  3.128483e-002  4.365296e-017
     57  1.270562e-015  4.389731e-006  3.328803e-002  3.360445e-017
     58  2.239694e-015  4.930839e-006  2.676354e-002  5.923655e-017
     59  1.986837e-016  2.263864e-006  2.919840e-002  5.254884e-018
     60  7.644020e-016  4.955042e-006  7.957747e-002  2.021728e-017
     61  2.029017e-015  4.530520e-006  2.291546e-002  5.366445e-017
     62  1.217593e-015  4.404100e-006  3.507836e-002  3.220351e-017
     63  1.084291e-015  4.223412e-006  3.473877e-002  2.867787e-017
     64  2.178111e-015  4.938775e-006  2.765335e-002  5.760777e-017
     65  1.967470e-015  4.938775e-006  3.061397e-002  5.203663e-017
     66  1.892118e-015  4.735695e-006  2.806551e-002  5.004369e-017
     67  1.419551e-015  4.714517e-006  3.690887e-002  3.754499e-017
     68  2.109816e-015  4.930839e-006  2.841109e-002  5.580146e-017
     69  1.537979e-015  4.454885e-006  2.874278e-002  4.067725e-017
     70  2.125129e-015  4.620055e-006  2.320204e-002  5.620648e-017
     71  1.683727e-015  4.530520e-006  2.761484e-002  4.453205e-017
     72  1.551589e-015  4.828016e-006  3.626597e-002  4.103721e-017
     73  8.009619e-016  3.913219e-006  3.740766e-002  2.118424e-017
     74  1.703134e-015  4.736847e-006  3.120251e-002  4.504533e-017
     75  2.211604e-015  4.917416e-006  2.688274e-002  5.849360e-017
     76  1.640963e-015  4.371601e-006  2.545616e-002  4.340101e-017
     77  2.068290e-015  4.776869e-006  2.635048e-002  5.470316e-017
     78  8.715003e-016  4.002192e-006  3.677868e-002  2.304988e-017
     79  1.424217e-015  4.454885e-006  3.103868e-002  3.766840e-017
     80  8.370418e-016  3.715565e-006  3.064060e-002  2.213850e-017
     81  1.305934e-015  4.251994e-006  2.943247e-002  3.454000e-017
     82  6.036834e-016  4.225775e-006  6.250000e-002  1.596652e-017
     83  1.836843e-015  4.837781e-006  3.082027e-002  4.858175e-017
     84  6.565015e-016  3.398086e-006  2.988392e-002  1.736348e-017
     85  1.573947e-015  4.609327e-006  3.110945e-002  4.162854e-017
     86  1.369953e-015  4.371601e-006  3.049201e-002  3.623319e-017
     87  6.481928e-016  3.279467e-006  2.720669e-002  1.714373e-017
     88  1.357753e-015  4.366889e-006  3.066662e-002  3.591052e-017
     89  4.379468e-016  2.951938e-006  2.936772e-002  1.158304e-017
     90  1.353092e-015  4.154305e-006  2.649340e-002  3.578725e-017
     91  1.851695e-015  4.752184e-006  2.897878e-002  4.897456e-017
     92  1.644538e-015  4.933425e-006  3.650663e-002  4.349555e-017
     93  1.403549e-015  4.396910e-006  3.028204e-002  3.712177e-017
     94  1.531938e-015  4.396910e-006  2.774416e-002  4.051746e-017
     95  1.527980e-015  4.609327e-006  3.204534e-002  4.041277e-017
     96  5.907891e-016  3.448258e-006  3.470058e-002  1.562548e-017
     97  1.734513e-015  4.806881e-006  3.201714e-002  4.587526e-017
     98  2.629132e-015  4.845034e-006  2.162959e-002  6.953660e-017
     99  1.381780e-015  4.536341e-006  3.377910e-002  3.654600e-017
    100  1.321570e-015  4.373579e-006  3.165123e-002  3.495354e-017
    101  1.892735e-015  4.847230e-006  3.008576e-002  5.006000e-017
    102  1.662080e-015  4.847230e-006  3.426091e-002  4.395952e-017
    103  7.319560e-016  3.393930e-006  2.670506e-002  1.935914e-017
    104  1.627869e-015  4.375861e-006  2.573601e-002  4.305468e-017
    105  9.236126e-016  3.919790e-006  3.260382e-002  2.442817e-017
    106  7.965526e-016  3.740404e-006  3.284815e-002  2.106762e-017
    107  3.526988e-016  2.713440e-006  2.832220e-002  9.328353e-018
    108  1.991004e-015  4.787849e-006  2.756254e-002  5.265906e-017
    109  1.985878e-015  4.676685e-006  2.575324e-002  5.252349e-017
    110  1.388646e-015  4.756316e-006  3.874276e-002  3.672759e-017
    111  2.037955e-015  4.930839e-006  2.941290e-002  5.390084e-017
    112  6.257095e-016  3.378229e-006  3.080808e-002  1.654908e-017
    113  3.648179e-016  2.854286e-006  3.187032e-002  9.648886e-018
    114  8.577251e-016  3.892573e-006  3.438209e-002  2.268554e-017
    115  1.644255e-015  4.744261e-006  3.247182e-002  4.348808e-017
    116  3.346296e-016  3.471294e-006  6.250000e-002  8.850450e-018
    117  2.001795e-015  4.192048e-006  1.840047e-002  5.294448e-017
    118  2.074281e-015  4.787849e-006  2.645598e-002  5.486161e-017
    119  1.752915e-015  4.676685e-006  2.917586e-002  4.636196e-017
    120  2.004014e-015  4.714026e-006  2.613636e-002  5.300317e-017
    121  2.074298e-015  4.930839e-006  2.889756e-002  5.486207e-017
    122  1.173318e-015  4.055349e-006  2.842096e-002  3.103251e-017
    123  1.178616e-015  4.248877e-006  3.254019e-002  3.117262e-017
    124  6.573057e-016  4.711898e-006  7.957747e-002  1.738475e-017
    125  1.745677e-015  4.744261e-006  3.058525e-002  4.617053e-017
    126  1.126817e-015  4.270293e-006  3.455331e-002  2.980261e-017
